book_id,title,publication_date,stock_quantity,avarage_rating,price,genre_name,author_name,nationality
179,Unsolved Mysteries,18/07/2020,45,4.3,90.06,Health,Ricardo Ramirez,Honduras
181,In the Shadows,25/04/2020,30,4.2,83.78,Travel,Javier Martinez,Costa Rica
182,The Hunted,15/07/2019,25,4,26.65,Mystery,Paula Perez,Bolivia
183,Dangerous Pursuits,27/03/2022,35,4.3,60.81,Environment,Daniel Rodriguez,Nicaragua
185,Mystery Thrillers,17/04/2019,30,4.2,95.31,Horror,Fernando Mendez,Panama
186,Twisted Plots,15/05/2020,35,4.1,26.37,Health,Lucia Diaz,Uruguay
187,Deadly Investigations,10/03/2019,45,4.4,63.45,Sports,Ella White,Samoa
187,Deadly Investigations,10/03/2019,45,4.4,63.45,Sports,Roberto Castro,Puerto Rico
188,Criminal Minds,05/01/2020,40,4.3,54.1,Erotica,Silvia Ortega,Dominican Republic
189,Killer Instinct,15/09/2018,30,4,36.36,Health,Andres Gomez,Cuba
190,Suspenseful Moments,12/11/2021,25,4.2,25.4,Classic,Valeria Chavez,Belize
193,The Ultimate BBQ Guide,20/06/2022,40,4.8,91.19,Chick Lit,Adriana Perez,Trinidad and Tobago
195,Plant-Based Cooking Made Simple,10/03/2021,60,4.9,56.46,Travel,Monica Torres,Jamaica
196,Baking Basics: A Step-By-Step Guide,25/01/2022,55,4.4,48.9,Health,Carlos Medina,Barbados
199,Healthy Eating 101,05/09/2020,70,4.8,20.03,Thriller,Natalia Cruz,Saint Kitts and Nevis
202,Classic French Cuisine,16/08/2020,60,4.9,67.43,Dystopian,Santiago Rosales,Bermuda
203,"Mexican Fiesta: Tacos, Salsas, and More",30/03/2021,40,4.4,22.8,Sports,Gloria Jimenez,The Bahamas
206,The Great American Pie Book,19/01/2021,25,4.8,34.18,Romance,Vicente Castro,Aruba
210,Gluten-Free Cooking Explained,12/03/2020,60,4.8,47.96,Drama,Mateo Mendez,Saint Martin
211,Quick and Tasty Stir-Fries,14/06/2021,30,4.9,57.12,Children's,Olivia Gomez,Anguilla
215,Cruise Adventures in the Caribbean,05/07/2022,45,4.4,114.93,Self-Help,Laura Mendez,French Guiana
218,Island Hopping in Southeast Asia,10/03/2022,50,4.8,50.07,Business,Sofia Soto,Aruba
223,Exploring the Australian Outback,05/06/2022,20,4.8,71.97,Comics,Catarina Silva,Portuguese
225,Cultural Wonders of India,18/03/2022,55,4.9,27.68,Thriller,Sofia Soto,Aruba
230,Discovering Japan's Traditions,05/02/2021,30,4.8,113.8,Self-Help,Lucie Kovarova,Czech
233,Lost in Time,15/02/2023,40,4.4,28.69,Humor,Roberto Castro,Puerto Rico
236,Unbreakable Bonds,30/01/2023,35,4.8,100.5,Western,Jean-Pierre Dupont,French
241,Beyond the Horizon,18/01/2023,55,4.9,62.22,Chick Lit,Chidinma Eze,Nigerian
246,Dark Secrets,25/08/2022,30,4.8,22.79,Children's,Maja Jansson,Swedish
248,Whispers in the Dark,12/02/2023,40,4.8,27.35,Business,Ana Silva,Portuguese
252,When the Rain Falls,25/02/2023,45,4.9,51.14,Horror,Sara Andersson,Swedish
256,Chasing Dreams,30/12/2022,55,4.8,10.73,Adventure,John Smith,American
260,The Scarlet Letter,18/08/2022,30,4.8,81.45,Religion,Sara Fernández,Spanish
266,Eternal Shadows,08/11/2022,35,4.8,100.68,Young Adult,Kirsten Andersen,Norwegian
275,The Enchanted Lake,15/02/2023,35,4.8,68.66,Western,Maria Ivanova,Russian
280,The Lost Paradise,12/10/2022,20,4.8,54.36,Science Fiction,Kwesi Mensah,Ghanaian
288,Clockwork Chronicles,18/01/2023,30,4.8,57.41,Erotica,Sophie Lefebvre,French
293,Aether Alchemy,18/12/2022,55,4.8,63.03,Politics,Oskar Eriksson,Swedish
293,Aether Alchemy,18/12/2022,55,4.8,63.03,Politics,Sofia Bergman,Finnish
300,Gears of Glory,28/01/2023,35,4.8,89.24,Young Adult,Sofia Morales,El Salvador
312,Golfing Greats,18/01/2023,30,4.8,65.29,Biography,Pedro Silva,Venezuela
319,The Tennis Titan,10/01/2023,40,4.8,87.54,Paranormal,Mei Watanabe,Japanese
319,The Tennis Titan,10/01/2023,40,4.8,87.54,Paranormal,Andris Bērziņš,Latvian
329,Fitness Fundamentals,20/02/2023,25,4.8,47.61,Chick Lit,Katerina Dimitrova,Bulgarian
336,Surfing Secrets,15/02/2023,45,4.8,83.14,Technology,Anders Petersen,Swedish
337,The Entrepreneur's Guide,05/03/2023,60,4.8,52.2,Humor,Miguel Fernandez,Guyana
343,Economic Empowerment,22/03/2023,60,4.8,110.31,Graphic Novel,Oliver Wilson,British
349,Digital Marketing Domination,12/02/2023,60,4.8,86.74,Drama,Silvija Riekstiņa,Latvian
355,Leadership Principles,05/03/2023,60,4.8,85.49,Graphic Novel,Lucas Santos,Brazilian
361,Leadership in a Digital Age,18/03/2023,60,4.8,92.28,Comics,Natalia Cruz,Saint Kitts and Nevis
367,Digital Marketing Strategies,01/02/2023,60,4.8,9.41,Steampunk,Giovanni Bianchi,Italian
373,Leadership in Today's World,18/03/2023,60,4.8,34.2,Time Travel,Anton Nowak,Polish
379,The Lean Startup Guide,22/02/2023,60,4.8,108.98,Politics,Hiroshi Tanaka,Japanese
385,Sustainable Business Practices,08/03/2023,60,4.8,100.01,Drama,Oliver Turner,Tongan
391,Digital Marketing Strategies for Success,05/02/2023,60,4.8,89.96,Psychology,Sophie Lefebvre,French
394,The Holy Bible,05/03/2023,60,3.9,115.65,Manga,Giovanni Bianchi,Italian
395,The Quran,01/02/2023,70,3.8,48.52,Mystery,Helena Niemi,Finnish
396,The Bhagavad Gita,18/02/2023,55,3.7,31.82,Horror,Lucas Müller,German
397,The Torah,10/03/2023,50,3.6,29.61,Time Travel,Adriana Perez,Trinidad and Tobago
398,The Book of Mormon,15/02/2023,40,3.5,108.99,Fantasy,Maria García,Spanish
399,The Tripitaka,15/03/2023,45,3.4,86.39,Classic,Elena Soto,Venezuelan
400,The Guru Granth Sahib,22/03/2023,60,3.3,60.54,Health,Marie Dupont,French
401,The Tao Te Ching,10/02/2023,70,3.2,13.5,Dystopian,Helena Niemi,Finnish
402,The Book of Shadows,18/03/2023,55,3.1,103.96,Technology,Isabel Martinez,Spanish
403,The Book of Enoch,28/03/2023,50,4,111.19,Travel,Mette Nielsen,Danish
404,The Book of the Dead,28/02/2023,40,4,11.06,Religion,Andreas Wagner,German
405,The Tibetan Book of the Dead,25/03/2023,45,3.9,76.29,Sports,Jing Li,Chinese
406,The Gospel of Mary,12/02/2023,60,3.8,97.63,Children's,Oliver Wilson,British
407,The Gospel of Judas,02/03/2023,70,3.7,99.74,Fantasy,Maria García,Spanish
408,The Upanishads,12/03/2023,55,3.6,59.08,Western,Nadia Zaman,Bangladeshi
409,The Talmud,08/03/2023,50,3.5,17.16,Fantasy,Yuki Nakamura,Japanese
410,The I Ching,22/02/2023,40,3.4,17.24,Fantasy,Ville Jokinen,Finnish
411,The Vedas,20/03/2023,45,3.3,109.01,Adventure,Emily Lee,Micronesian
412,The Apocrypha,05/03/2023,60,3.2,111.65,Science,Olga Ivanova,Ukrainian
413,The Gnostic Gospels,05/02/2023,70,3.1,99.77,Spirituality,Akihiko Tanaka,Japanese
414,The Zohar,10/03/2023,55,3,26.44,Adventure,Moussa Sissoko,Malian
415,The Tao of Pooh,25/02/2023,50,3.9,78.45,Religion,Silvija Riekstiņa,Latvian
415,The Tao of Pooh,25/02/2023,50,3.9,78.45,Religion,Johan Mikkelsen,Danish
416,The Book of Kells,15/03/2023,40,3.8,118.98,Graphic Novel,Lucie Kovarova,Czech
417,The Book of Awakening,18/02/2023,45,3.7,15.98,Horror,Natalia Cruz,Saint Kitts and Nevis
418,The Yoga Sutras,25/03/2023,60,3.6,63.55,Science Fiction,Laura Mendez,French Guiana
419,The Heart of Christianity,15/02/2023,70,3.5,43.38,Crime,Lucia Diaz,Uruguay
420,The Essential Rumi,22/03/2023,55,3.4,115.37,Science Fiction Romance,Anastasia Papadopoulos,Greek
421,The Varieties of Religious Experience,10/02/2023,50,3.3,7.01,Adventure,Chidinma Eze,Nigerian
422,The Kingdom of God Is Within You,18/03/2023,40,3.2,102.34,Children's,Isabella Rossi,Italian
423,A Course in Miracles,05/03/2023,45,3.1,116.93,Science Fiction Fantasy,Kazuki Tanaka,Japanese
424,The End of Your World,01/02/2023,60,3,42.53,Science,Olga Ivanova,Ukrainian
425,Silent Spring,01/03/2023,60,4,38.45,Politics,Antonia Rivera,Curacao
426,The Sixth Extinction,02/03/2023,70,3.9,63.38,Psychology,Pablo Diaz,Chilean
427,Desert Solitaire,03/03/2023,55,3.8,35.77,Science Fiction Romance,Andres Sanchez,Peruvian
428,A Sand County Almanac,04/03/2023,50,3.7,35.3,Music,Tove Hansen,Swedish
429,The Lorax,05/03/2023,40,3.6,79,Science Fiction Romance,Rafael Gomez,Antigua and Barbuda
430,The Nature Principle,06/03/2023,45,3.5,23,Romance,Lise Andersen,Danish
431,Cadillac Desert,07/03/2023,60,3.4,61.18,Reference,Javier González,Spanish
432,The Water Will Come,08/03/2023,70,3.3,98.26,Environment,Hiroshi Tanaka,Japanese
433,An Inconvenient Truth,09/03/2023,55,3.2,39.48,Crime,Sofia Soto,Aruba
434,Walden,10/03/2023,50,3.1,17.34,Time Travel,Jack Harris,Palauan
435,The End of Nature,11/03/2023,60,4,18.22,Horror,Amina Ndiaye,Senegalese
436,The Uninhabitable Earth,12/03/2023,70,4,97.64,Technology,Vicente Castro,Aruba
437,The Overstory,13/03/2023,55,3.9,19.11,Graphic Novel,Antonio Suarez,Saint Lucia
438,Collapse,14/03/2023,50,3.8,72.62,Psychology,Helena Niemi,Finnish
439,The Ecology of Commerce,15/03/2023,40,3.7,14.55,Art,Mia Johnson,Tahitian
440,This Changes Everything,16/03/2023,45,3.6,41.84,Time Travel,Habiba Diallo,Malian
441,The Weather Makers,17/03/2023,60,3.5,18.42,Poetry,Elena Pena,Saint Vincent and the Grenadines
442,The Worst Hard Time,18/03/2023,70,3.4,74.14,Science Fiction,William Brown,Solomon Islander
443,Pilgrim at Tinker Creek,19/03/2023,55,3.3,79.61,Poetry,Anna Nowak,Polish
444,A Sand County Almanac,20/03/2023,50,3.2,27.27,Adventure,Charlotte Taylor,Nauruan
445,The Lorax,21/03/2023,40,3.1,27.91,Drama,Mohammed Abubakar,Nigerian
446,Silent Spring,22/03/2023,45,3,99.76,Science,Miguel Rodríguez,Mexican
447,The Nature Principle,23/03/2023,60,3.9,31.61,Travel,Matthias Müller,German
448,Cadillac Desert,24/03/2023,70,3.8,52.95,Travel,Laura Torres,Ecuador
449,The Water Will Come,25/03/2023,55,3.7,89.99,Humor,Amit Patel,Indian
450,An Inconvenient Truth,26/03/2023,50,3.6,86.21,Humor,Mateo Mendez,Saint Martin
451,Walden,27/03/2023,40,3.5,54.31,Superhero,Miguel Ruiz,Mexican
452,The End of Nature,28/03/2023,45,3.4,29.31,Cooking,Nina Petrova,Bulgarian
453,The Uninhabitable Earth,29/03/2023,60,3.3,43.69,Chick Lit,Sofia Morales,El Salvador
454,The Overstory,30/03/2023,70,3.2,59.2,Science,Niklas Andersson,Swedish
455,Collapse,31/03/2023,55,3.1,114.25,Dystopian,Sofia Soto,Aruba
456,The Ecology of Commerce,01/04/2023,50,3,54.63,Cooking,Leonardo Perez,Montserrat
457,This Changes Everything,02/04/2023,40,3.9,60.91,Paranormal,Andres Gomez,Cuba
458,The Weather Makers,03/04/2023,45,3.8,25.83,Humor,Natasha Patel,Indian
459,The Worst Hard Time,04/04/2023,60,3.7,43.34,Adventure,Luis Martinez,Mexican
460,Pilgrim at Tinker Creek,05/04/2023,70,3.6,109.99,Steampunk,Olivia Gomez,Anguilla
461,The Secret Garden,06/04/2023,55,3.5,93.59,Erotica,Akihiko Tanaka,Japanese
462,The Ocean at the End of the Lane,07/04/2023,50,3.4,101.55,Young Adult,Lucia Diaz,Uruguay
463,The Name of the Wind,08/04/2023,40,3.3,58.84,Sports,Elena Popescu,Romanian
464,The Wise Man's Fear,09/04/2023,45,3.2,21.12,Music,Ville Jokinen,Finnish
465,The Slow Regard of Silent Things,10/04/2023,60,3.1,69.31,Western,Hui Li,Chinese
466,City of Stairs,11/04/2023,70,3,27.17,Mystery,Katerina Dimitrova,Bulgarian
467,City of Blades,12/04/2023,55,3.9,83.13,Superhero,Jing Li,Chinese
468,City of Miracles,13/04/2023,50,3.8,104.92,Fantasy,Kwame Osei,Ghanaian
468,City of Miracles,13/04/2023,50,3.8,104.92,Fantasy,Ahmed Hussein,Egyptian
469,Elantris,14/04/2023,40,3.7,118.36,Self-Help,Oliver Turner,Tongan
469,Elantris,14/04/2023,40,3.7,118.36,Self-Help,Antonio Suarez,Saint Lucia
470,Mistborn: The Final Empire,15/04/2023,45,3.6,43.92,Science Fiction Fantasy,Chinwe Okoro,Nigerian
471,Mistborn: The Well of Ascension,16/04/2023,60,3.5,94.81,Young Adult,Carlos López,Mexican
472,Mistborn: The Hero of Ages,17/04/2023,70,3.4,63.58,Poetry,Kirsten Andersen,Norwegian
473,The Way of Kings,18/04/2023,55,3.3,86.69,Sports,Liam Smith,New Zealander
474,Words of Radiance,19/04/2023,50,3.2,87.39,Superhero,Habiba Diallo,Malian
475,Oathbringer,20/04/2023,40,3.1,116.18,Philosophy,Lucia Diaz,Uruguay
476,Edgedancer,21/04/2023,45,3,56.71,Music,Genghis Bayar,Mongolian
477,Whispers of the Heart,22/04/2023,50,2,48.91,Cooking,Yan Wei,Chinese
478,Eternal Echoes,23/04/2023,45,2.1,12.41,Travel,Thomas Fischer,German
479,Soulful Verses,24/04/2023,60,2.2,89.49,Self-Help,Silvia Ortega,Dominican Republic
480,Midnight Sonnets,25/04/2023,70,2.3,55.63,Time Travel,Chen Wei,Chinese
481,Dance of Words,26/04/2023,55,2.4,92.21,Drama,Elena Rodriguez,Spanish
482,Whispers in the Breeze,27/04/2023,65,2.5,118.15,Comics,Lucas Wilson,Vanuatu
483,Ink and Dreams,28/04/2023,45,2.6,86.71,Historical Fiction,Chidinma Eze,Nigerian
484,Verses of the Heart,29/04/2023,40,2.7,27.26,Classic,Liam Smith,New Zealander
485,Ethereal Poems,30/04/2023,50,2.8,34.42,Chick Lit,Matthias Müller,German
486,Starry Serenades,01/05/2023,55,2.9,23.58,Art,Carlos Medina,Barbados
487,Golden Sonnets,02/05/2023,60,3,69.95,Western,Antonia Rivera,Curacao
487,Golden Sonnets,02/05/2023,60,3,69.95,Western,Silvija Riekstiņa,Latvian
488,Aurora Rhymes,03/05/2023,70,3.1,12.99,Thriller,Ahmed Hussein,Egyptian
489,Lyrical Reflections,04/05/2023,45,3.2,119.02,Biography,Elena Popescu,Romanian
490,Whispers of Dreams,05/05/2023,60,3.3,47.86,Science Fiction Romance,Andres Martinez,Mexican
491,Solitude Sonnets,06/05/2023,70,3.4,52.96,Thriller,Seung-Ho Kim,South Korean
492,Stardust Verses,07/05/2023,55,3.5,37.11,Psychology,Petr Novak,Czech
493,Echoes in the Night,08/05/2023,45,3.6,109.94,Drama,Julia Fernandez,Guyane
494,Inkwell Melodies,09/05/2023,50,3.7,106.76,Sports,Lucia Diaz,Uruguay
495,Celestial Rhymes,10/05/2023,40,3.8,24.38,Health,Marta López,Mexican
496,Whispers of the Soul,11/05/2023,60,3.9,90.18,Time Travel,Lucie Kovarova,Czech
497,Midnight Musings,12/05/2023,70,4,90.8,Comics,Erik Hansen,Danish
498,Whispering Poesy,13/05/2023,55,4,117.03,Biography,Rajesh Kapoor,Indian
499,Eternal Echoes Pt. II,14/05/2023,45,3.9,93.45,Business,Natalia Cruz,Saint Kitts and Nevis
499,Eternal Echoes Pt. II,14/05/2023,45,3.9,93.45,Business,Laura Torres,Ecuador
500,Stars and Stanzas,15/05/2023,49,3.8,82.53,Paranormal,Elena Pena,Saint Vincent and the Grenadines
501,Serene Sonnets,16/05/2023,40,3.7,110.78,Poetry,Anna Nowak,Polish
503,The Magical Kingdom,02/06/2023,70,4.4,69.55,Time Travel,Sophie Anderson,Australian
504,Mystery in Candyland,03/06/2023,60,4.3,90.61,Psychology,Ahmed Hussein,Egyptian
505,The Brave Little Knight,04/06/2023,75,4.2,105.82,Humor,Johan Mikkelsen,Danish
506,Alice in Whimsyland,05/06/2023,85,4.1,33.38,Cooking,Miguel Rodriguez,Mexican
507,The Enchanted Forest,06/06/2023,55,4,100.17,Philosophy,Andris Bērziņš,Latvian
508,Adventures of Captain Sunshine,07/06/2023,90,4,31.86,Spirituality,Miroslav Hrbek,Czech
509,Charlie and the Color Factory,08/06/2023,50,3.9,74.22,Business,Fatou Sow,Senegalese
510,Dinosaur Detective,09/06/2023,65,3.8,91.61,Politics,Oliver Wilson,British
511,Winnie the Wizard,10/06/2023,55,3.7,61.16,Humor,Matthias Müller,German
512,Pirate Pete and His Parrot,11/06/2023,75,3.6,21.51,Poetry,Miguel Fernandez,Guyana
513,The Magic Paintbrush,12/06/2023,60,3.5,53.2,Music,Eleni Papadopoulos,Greek
514,The Adventures of Dolly and Bobby,13/06/2023,70,3.4,61.28,Humor,Raul Martinez,Mexican
515,The Little Train That Could,14/06/2023,45,3.3,92.85,Reference,Jānis Pētersons,Latvian
516,Jungle Safari with Timmy,15/06/2023,80,3.2,111.08,Cooking,Lamine Diop,Senegalese
517,Little Red Riding Hood Reimagined,16/06/2023,65,3.1,103.21,Erotica,Līga Kalniņa,Latvian
518,The Space Adventures of Ziggy,17/06/2023,70,3,21,Graphic Novel,Luisa Rodrigues,Portuguese
519,The Daring Adventures of Lucy,18/06/2023,55,3,25.72,Technology,Miguel Rodríguez,Mexican
520,The Mystery of the Missing Cookie,19/06/2023,50,3,75.41,Chick Lit,Luisa Vargas,Suriname
521,Unicorn Dreams,20/06/2023,60,2,15.09,Science,Sekou Toure,Guinean
522,Lilly of the Valley,01/12/2021,45,,12.5,Historical Fiction,Zane Bērziņa,Latvian
523,One nightstand,13/02/2023,60,,23.6,Poetry,Yuki Nakamura,Japanese
523,One nightstand,13/02/2023,60,,23.6,Poetry,Isabella Davies,Fijian
527,The second hope,16/03/2021,9,4,23.7,Time Travel,Remedios Vegas,Argentinian